PROYECTO,EMPLAZAMIENTO,ID PROPIETARIO,ZONA DE CONCURRENCIA,LONGITUD,LATITUD,CODIGO MUNICIPIO 
TSI-068100-2024-0021,15_15902_000862,0000000-1500180,"Coruña, A",-8.17308928_ ,43.20611070_ ,15902
TSI-068100-2024-0021,15_15051_001301,0000000-1500492,"Coruña, A",-8.23552952_ ,43.45931727_ ,15051
TSI-068100-2024-0021,15_15065_000873,0000000-1500084,"Coruña, A",-8.65239816_ ,42.77777875_ ,15065
TSI-068100-2024-0021,15_15001_000014,0000000-1500078,"Coruña, A",-8.26489194_ ,43.23343756_ ,15001
TSI-068100-2024-0021,15_15902_000861,0000000-1500032,"Coruña, A",-8.26318315_ ,43.16580040_ ,15902
TSI-068100-2024-0021,15_15006_001279,0000000-1502266,"Coruña, A",-8.17468968_ ,42.93201072_ ,15006
TSI-068100-2024-0021,15_15074_000962,0000000-1502385,"Coruña, A",-8.73878464_ ,42.79627012_ ,15074
TSI-068100-2024-0021,15_15024_000239,0000000-1500785,"Coruña, A",-8.47649612_ ,43.13584674_ ,15024
TSI-068100-2024-0021,15_15014_000155,0000000-1501424,"Coruña, A",-8.85218391_ ,43.22168168_ ,15014
TSI-068100-2024-0021,15_15086_001179,0000000-1500848,"Coruña, A",-8.60161017_ ,43.06000493_ ,15086
TSI-068100-2024-0021,15_15012_000149,0000000-1500063,"Coruña, A",-8.48577923_ ,42.82390566_ ,15012
TSI-068100-2024-0021,15_15084_001161,0000000-1500899,"Coruña, A",-8.45567233_ ,43.04933377_ ,15084
TSI-068100-2024-0021,15_15034_000573,0000000-1500221,"Coruña, A",-9.11682699_ ,43.01782705_ ,15034
TSI-068100-2024-0021,15_15027_001289,0000000-1500107,"Coruña, A",-8.19282049_ ,43.27093221_ ,15027
TSI-068100-2024-0021,15_15084_001160,0000000-1500712,"Coruña, A",-8.52182507_ ,43.08442861_ ,15084
TSI-068100-2024-0021,15_15004_001278,0000000-1502678,"Coruña, A",-8.29437484_ ,43.44244861_ ,15004
TSI-068100-2024-0021,15_15071_001311,0000000-1502695,"Coruña, A",-9.02966779_ ,42.65561733_ ,15071
TSI-068100-2024-0021,15_15068_000896,0000000-1502644,"Coruña, A",-8.82931745_ ,43.25698831_ ,15068
TSI-068100-2024-0021,15_15008_000114,0000000-1500431,"Coruña, A",-8.20137409_ ,43.32966142_ ,15064
TSI-068100-2024-0021,15_15065_000871,0000000-1500069,"Coruña, A",-8.61901234_ ,42.79757529_ ,15065
TSI-068100-2024-0023,16_16112_000234,0000000-1600413,Cuenca,-2.49608609_ ,40.14645326_ ,16112
TSI-068100-2024-0023,16_16903_000265,0000000-1600284,Cuenca,-2.14838219_ ,39.81038486_ ,16903
TSI-068100-2024-0023,16_16126_000281,0000000-1600682,Cuenca,-1.45279279_ ,39.65835534_ ,16126
TSI-068100-2024-0023,16_16135_000300,0000000-1601017,Cuenca,-1.37551273_ ,39.97182821_ ,16135
TSI-068100-2024-0023,16_16909_000396,0000000-1600426,Cuenca,-2.21523434_ ,40.32199522_ ,16909
TSI-068100-2024-0023,16_16008_000017,0000000-1600634,Cuenca,-1.49524991_ ,40.01846404_ ,16008
TSI-068100-2024-0023,16_16225_000447,0000000-1600282,Cuenca,-1.77855053_ ,40.03939231_ ,16225
TSI-068100-2024-0023,16_16153_000324,0000000-1600418,Cuenca,-2.72682810_ ,39.47345373_ ,16153
TSI-068100-2024-0023,16_16067_000114,0000000-1600215,Cuenca,-2.53305208_ ,40.37792312_ ,16067
TSI-068100-2024-0023,16_16118_000267,0000000-1600094,Cuenca,-1.72016779_ ,39.35106656_ ,16118
TSI-068100-2024-0023,16_16276_000576,0000000-1600128,Cuenca,-1.74229409_ ,39.75608577_ ,16276
TSI-068100-2024-0023,16_16102_000217,0000000-1600017,Cuenca,-2.23567585_ ,39.60522889_ ,16102
TSI-068100-2024-0023,16_16111_000230,0000000-1600129,Cuenca,-1.71335095_ ,40.13497770_ ,16111
TSI-068100-2024-0023,16_16141_000308,0000000-1600251,Cuenca,-2.08417115_ ,39.80799471_ ,16141
TSI-068100-2024-0023,16_16909_000401,0000000-1600441,Cuenca,-2.22669670_ ,40.33455010_ ,16909
TSI-068100-2024-0023,16_16231_000453,0000000-1600033,Cuenca,-2.01115429_ ,39.56789955_ ,16231
TSI-068100-2024-0023,16_16131_000287,0000000-1600277,Cuenca,-1.90070648_ ,39.80411304_ ,16131
TSI-068100-2024-0023,46_46096_000377,0000000-4600088,Cuenca,-1.66893812_ ,39.51181070_ ,16096
TSI-068100-2024-0023,16_16243_000473,0000000-1600072,Cuenca,-2.66227232_ ,39.59249308_ ,16243
TSI-068100-2024-0023,16_16158_000331,0000000-1600046,Cuenca,-2.11675307_ ,39.44141565_ ,16158
TSI-068100-2024-0023,16_16259_000507,0000000-1600222,Cuenca,-2.50212304_ ,40.44588492_ ,16259
TSI-068100-2024-0028,17_17019_000054,0000000-1700024,Girona,2.71779810_ ,42.21828850_ ,17021
TSI-068100-2024-0028,17_17173_000724,0000000-1700008,Girona,2.91001753_ ,41.98333520_ ,17173
TSI-068100-2024-0028,17_17003_000699,0000000-1700028,Girona,2.73199590_ ,42.30035066_ ,17003
TSI-068100-2024-0028,17_17189_000157,0000000-1700040,Girona,2.60354566_ ,41.97341487_ ,17189
TSI-068100-2024-0028,17_17106_000715,0000000-1700584,Girona,2.99096187_ ,42.35884675_ ,17106
TSI-068100-2024-0028,17_17901_000738,0000000-1700295,Girona,3.00508427_ ,41.95949870_ ,17901
TSI-068100-2024-0028,17_17110_000718,0000000-1700968,Girona,3.14232543_ ,41.89164150_ ,17110
TSI-068100-2024-0028,17_17025_000704,0000000-1701166,Girona,2.91465833_ ,42.04093111_ ,17025
TSI-068100-2024-0028,17_17018_000702,0000000-1700179,Girona,3.09536168_ ,42.07455885_ ,17018
TSI-068100-2024-0028,17_17141_000720,0000000-1701097,Girona,1.90332536_ ,42.41723488_ ,17141
TSI-068100-2024-0028,17_17181_000726,0000000-1700969,Girona,2.98230593_ ,41.80397531_ ,17181
TSI-068100-2024-0028,17_17009_000027,0000000-1700038,Girona,2.56805846_ ,41.80529274_ ,17159
TSI-068100-2024-0028,17_17167_000530,0000000-1700227,Girona,2.28357165_ ,42.23937444_ ,17167
TSI-068100-2024-0028,17_17158_000506,0000000-1700123,Girona,2.97169191_ ,42.37510445_ ,17158
TSI-068100-2024-0028,17_17211_000638,0000000-1700177,Girona,3.03240346_ ,42.07533253_ ,17211
TSI-068100-2024-0028,17_17067_000202,0000000-1700170,Girona,2.96310680_ ,42.04929816_ ,17067
TSI-068100-2024-0028,17_17005_000183,0000000-1700111,Girona,2.99219997_ ,42.24340845_ ,17005
TSI-068100-2024-0028,17_17190_000729,0000000-1700238,Girona,2.74846269_ ,42.16637585_ ,17190
TSI-068100-2024-0028,17_17056_000167,0000000-1700586,Girona,2.83902063_ ,42.10444555_ ,17056
TSI-068100-2024-0028,17_17213_000645,0000000-1700184,Girona,2.77970651_ ,41.78982693_ ,17213
TSI-068100-2024-0028,17_17078_000211,0000000-1700035,Girona,1.82334352_ ,42.41445108_ ,17078
TSI-068100-2024-0028,17_17070_000204,0000000-1700743,Girona,3.09802624_ ,42.01159615_ ,17070
TSI-068100-2024-0028,17_17210_000636,0000000-1700503,Girona,3.07732153_ ,42.14111258_ ,17210
TSI-068100-2024-0028,17_17105_000351,0000000-1700066,Girona,2.65944512_ ,42.13611328_ ,17174
TSI-068100-2024-0028,17_17209_000732,0000000-1700172,Girona,3.13362475_ ,41.88333208_ ,17209
TSI-068100-2024-0028,17_17181_000727,0000000-1700104,Girona,2.96997345_ ,41.82655601_ ,17181
TSI-068100-2024-0028,17_17181_000728,0000000-1700347,Girona,2.98562713_ ,41.84659495_ ,17181
TSI-068100-2024-0028,17_17233_000669,0000000-1700080,Girona,2.70903602_ ,41.88603922_ ,17233
TSI-068100-2024-0028,17_17218_000653,0000000-1700011,Girona,2.90115931_ ,42.13813569_ ,17218
TSI-068100-2024-0028,17_17164_000524,0000000-1700306,Girona,2.45927099_ ,41.86085397_ ,17164
TSI-068100-2024-0028,17_17006_000011,0000000-1700167,Girona,1.90563140_ ,42.33129191_ ,17006
TSI-068100-2024-0028,17_17093_000311,0000000-1700081,Girona,2.92160524_ ,42.28971112_ ,17093
TSI-068100-2024-0028,17_17008_000022,0000000-1700552,Girona,2.63693713_ ,41.95676839_ ,17008
TSI-068100-2024-0028,17_17042_000117,0000000-1700052,Girona,2.90443994_ ,42.36457548_ ,17042
TSI-068100-2024-0028,17_17006_000006,0000000-1700053,Girona,1.94304684_ ,42.33401160_ ,17006
TSI-068100-2024-0028,17_17233_000670,0000000-1700724,Girona,2.73157934_ ,41.88594780_ ,17233
TSI-068100-2024-0028,17_17039_000111,0000000-1700126,Girona,2.36484268_ ,42.31364265_ ,17039
TSI-068100-2024-0028,17_17042_000118,0000000-1700481,Girona,2.91646941_ ,42.37489023_ ,17042
TSI-068100-2024-0028,17_17205_000626,0000000-1700367,Girona,3.07102041_ ,41.99408507_ ,17205
TSI-068100-2024-0028,17_17130_000410,0000000-1700207,Girona,2.98746014_ ,42.02795219_ ,17130
TSI-068100-2024-0028,17_17175_000725,0000000-1700327,Girona,2.99928792_ ,42.17291438_ ,17175
TSI-068100-2024-0028,17_17133_000290,0000000-1700026,Girona,2.50665119_ ,42.06215483_ ,17133
TSI-068100-2024-0028,17_17223_000736,0000000-1701035,Girona,3.08740267_ ,42.32451142_ ,17223
TSI-068100-2024-0028,17_17097_000348,0000000-1700654,Girona,2.96626976_ ,41.99331432_ ,17097
TSI-068100-2024-0028,17_17223_000659,0000000-1700163,Girona,3.11035640_ ,42.34377317_ ,17223
TSI-068100-2024-0028,17_17132_000719,0000000-1700997,Girona,3.03989310_ ,42.28639130_ ,17132
TSI-068100-2024-0028,17_17038_000109,0000000-1700887,Girona,2.82967272_ ,41.89543228_ ,17038
TSI-068100-2024-0028,17_17020_000703,0000000-1701107,Girona,2.68880672_ ,41.95012373_ ,17020
TSI-068100-2024-0028,17_17123_000398,0000000-1700204,Girona,2.81780612_ ,42.04076760_ ,17123
TSI-068100-2024-0028,17_17026_000080,0000000-1700183,Girona,3.06553323_ ,41.94940514_ ,17902
TSI-068100-2024-0028,17_12033_000087,0000000-1700655,Girona,2.96218533_ ,42.31662227_ ,17030
TSI-068100-2024-0028,17_17213_000733,0000000-1701170,Girona,2.77481828_ ,41.79939056_ ,17213
TSI-068100-2024-0028,17_17218_000655,0000000-1700592,Girona,2.87075308_ ,42.15065615_ ,17218
TSI-068100-2024-0028,17_17171_000544,0000000-1700445,Girona,2.78574732_ ,42.31667225_ ,17171
TSI-068100-2024-0028,17_17226_000661,0000000-1700723,Girona,2.96102547_ ,42.23555108_ ,17182
TSI-068100-2024-0028,17_17033_000706,0000000-1700746,Girona,2.76675628_ ,41.85857940_ ,17033
TSI-068100-2024-0028,17_17128_000408,0000000-1700320,Girona,3.09486248_ ,42.30747900_ ,17128
TSI-068100-2024-0028,17_17111_000355,0000000-1700600,Girona,2.86162802_ ,42.22777446_ ,17111
TSI-068100-2024-0028,17_17002_000003,0000000-1700152,Girona,2.76786157_ ,41.94048611_ ,17002
TSI-068100-2024-0028,25_25175_000465,0000000-1700967,Girona,1.87350830_ ,42.35818882_ ,17061
TSI-068100-2024-0028,17_17063_000708,0000000-1700077,Girona,2.41648251_ ,41.86354317_ ,17063
TSI-068100-2024-0028,17_17058_000168,0000000-1700206,Girona,2.80020827_ ,42.18213542_ ,17058
TSI-068100-2024-0028,17_17200_000612,0000000-1700478,Girona,2.14056577_ ,42.29463191_ ,17037
TSI-068100-2024-0028,17_17210_000637,0000000-1700588,Girona,3.02461914_ ,42.15707160_ ,17210
TSI-068100-2024-0028,17_17009_000026,0000000-1700079,Girona,2.52486040_ ,41.85827508_ ,17009
TSI-068100-2024-0028,17_17134_000417,0000000-1700389,Girona,2.10278130_ ,42.31875895_ ,17134
TSI-068100-2024-0028,17_17099_000350,0000000-1700310,Girona,1.78536099_ ,42.44710756_ ,17099
TSI-068100-2024-0028,17_17107_000717,0000000-1700213,Girona,2.40625080_ ,42.37194539_ ,17107
TSI-068100-2024-0028,17_17143_000721,0000000-1701177,Girona,3.02812129_ ,42.37802755_ ,17143
TSI-068100-2024-0028,17_17227_000737,0000000-1701178,Girona,3.06999800_ ,42.37580083_ ,17227
TSI-068100-2024-0028,17_17074_000709,0000000-1709980,Girona,3.03924457_ ,42.24331734_ ,17074
TSI-068100-2024-0028,17_17169_000723,0000000-1701220,Girona,2.80904221_ ,42.03155403_ ,17169
TSI-068100-2024-0028,17_17214_000734,0000000-1700692,Girona,2.98178362_ ,42.28303009_ ,17214
TSI-068100-2024-0028,17_17193_000730,0000000-1701215,Girona,2.73668092_ ,41.81550392_ ,17193
TSI-068100-2024-0028,17_17029_000705,0000000-1700531,Girona,2.86345709_ ,42.33265938_ ,17029
TSI-068100-2024-0078,18_18067_000245,88530,Granada,-3.33634447_ ,37.32308584_ ,18067
TSI-068100-2024-0078,18_18004_000025,GRA004001,Granada,-3.21374598_ ,36.82786821_ ,18004
TSI-068100-2024-0078,18_18010_000044,89367,Granada,-3.07045516_ ,37.21136052_ ,18010
TSI-068100-2024-0078,18_18079_000266,88645,Granada,-3.77682258_ ,37.22408831_ ,18079
TSI-068100-2024-0078,18_18162_000846,GRA162001,Granada,-3.28886909_ ,36.79973035_ ,18162
TSI-068100-2024-0078,18_18182_000921,ES180220,Granada,-3.11026796_ ,36.92726920_ ,18182
TSI-068100-2024-0078,18_18138_000715,87668,Granada,-3.89243221_ ,37.17949837_ ,18138
TSI-068100-2024-0078,18_18119_000618,88836,Granada,-3.55517594_ ,36.93644820_ ,18119
TSI-068100-2024-0078,18_18010_000043,87559,Granada,-3.07041501_ ,37.16585344_ ,18010
TSI-068100-2024-0078,18_18013_000058,88887,Granada,-3.99155627_ ,37.04953072_ ,18013
TSI-068100-2024-0078,18_18045_000911,57313,Granada,-3.24335303_ ,36.88117497_ ,18016
TSI-068100-2024-0078,18_18093_000533,88705,Granada,-3.39398105_ ,36.73680519_ ,18093
TSI-068100-2024-0078,18_18057_001002,SPA-GR04670,Granada,-3.67256530_ ,37.15489339_ ,18057
TSI-068100-2024-0078,18_18093_000535,SPA-GR06484,Granada,-3.36843596_ ,36.71739416_ ,18093
TSI-068100-2024-0078,18_18004_000023,ES180148,Granada,-3.20916560_ ,36.85708596_ ,18004
TSI-068100-2024-0078,18_18910_000257,87660,Granada,-3.52727120_ ,36.89388667_ ,18910
TSI-068100-2024-0078,18_18165_000861,64523,Granada,-3.59383731_ ,37.22964943_ ,18165
TSI-068100-2024-0078,18_18085_000285,SPA-GR06356,Granada,-2.99855829_ ,37.40350525_ ,18085
TSI-068100-2024-0078,18_18147_000795,87601,Granada,-3.42100306_ ,36.91067778_ ,18147
TSI-068100-2024-0078,18_18910_000824,92876,Granada,-3.55848631_ ,36.90801149_ ,18910
TSI-068100-2024-0078,18_18907_001020,27515,Granada,-3.09615932_ ,37.27201354_ ,18907
TSI-068100-2024-0078,18_18194_000955,GR6302,Granada,-2.81951306_ ,37.56594806_ ,18194
TSI-068100-2024-0078,18_18165_000859,SPA-GR05636,Granada,-3.61717050_ ,37.21481270_ ,18165
TSI-068100-2024-0078,18_18011_000045,88676,Granada,-3.57263987_ ,37.23235484_ ,18011
TSI-068100-2024-0078,18_18124_000647,88893,Granada,-3.34595199_ ,36.74049505_ ,18124
TSI-068100-2024-0078,18_18006_000034,88310,Granada,-3.18445940_ ,36.75282295_ ,18006
TSI-068100-2024-0078,18_18147_001015,13537,Granada,-3.42369190_ ,36.90165853_ ,18147
TSI-068100-2024-0078,18_18115_000607,88827,Granada,-3.82835891_ ,37.18859463_ ,18115
TSI-068100-2024-0078,18_18007_000040,28335,Granada,-3.69710157_ ,36.94507409_ ,18007
TSI-068100-2024-0078,18_18111_000601,88826,Granada,-3.59639507_ ,37.21764911_ ,18111
TSI-068100-2024-0078,18_18162_000843,ES180172,Granada,-3.30036629_ ,36.79634708_ ,18162
TSI-068100-2024-0078,18_18071_000256,88545,Granada,-3.56467459_ ,36.99264435_ ,18071
TSI-068100-2024-0078,18_18143_000777,20004,Granada,-3.55954706_ ,36.97652406_ ,18071
TSI-068100-2024-0078,18_18143_000778,83886,Granada,-3.53934873_ ,36.98284454_ ,18143
TSI-068100-2024-0078,18_18908_000940,101898,Granada,-3.59083351_ ,36.96472328_ ,18908
TSI-068100-2024-0078,18_18132_000661,SPA-GR06068,Granada,-3.78204877_ ,37.38250296_ ,18132
TSI-068100-2024-0078,18_18909_001021,29476,Granada,-3.30996060_ ,37.43150885_ ,18909
TSI-068100-2024-0078,18_18141_000770,SPA-GR06512,Granada,-3.12671126_ ,36.88306590_ ,18141
TSI-068100-2024-0078,18_18906_000525,GRA906001,Granada,-3.57891586_ ,36.83120738_ ,18906
TSI-068100-2024-0078,18_18184_000928,88649,Granada,-3.49450688_ ,36.79292086_ ,18184
TSI-068100-2024-0078,18_18045_000179,88404,Granada,-2.64232656_ ,37.71644558_ ,18045
TSI-068100-2024-0078,18_18132_000660,103806,Granada,-3.77632837_ ,37.37221881_ ,18132
TSI-068100-2024-0078,18_18159_000839,SPA-GR06216,Granada,-3.44873643_ ,37.44949001_ ,18159
TSI-068100-2024-0078,18_18144_000780,83525,Granada,-3.57152070_ ,37.26604465_ ,18144
TSI-068100-2024-0078,18_18056_000231,88515,Granada,-2.57084616_ ,37.57492131_ ,18056
TSI-068100-2024-0078,18_18066_000244,88520,Granada,-3.62576874_ ,37.33333136_ ,18066
TSI-068100-2024-0078,18_18150_000809,11433,Granada,-3.62870514_ ,37.03275825_ ,18150
TSI-068100-2024-0078,18_18072_000259,88594,Granada,-3.76587342_ ,37.07133491_ ,18072
TSI-068100-2024-0078,18_18112_000602,83887,Granada,-3.22614937_ ,36.95094587_ ,18112
TSI-068100-2024-0078,18_18083_000279,83871,Granada,-3.32454016_ ,37.47833973_ ,18083
TSI-068100-2024-0078,18_18013_000057,88876,Granada,-4.07361835_ ,37.01494157_ ,18013
TSI-068100-2024-0078,18_18006_000029,18_00001,Granada,-3.16189583_ ,36.75476111_ ,18006
TSI-068100-2024-0078,18_18004_000022,18_00006,Granada,-3.21432722_ ,36.83151083_ ,18004
TSI-068100-2024-0078,18_18067_000249,18_00005,Granada,-3.36313556_ ,37.34468194_ ,18067
TSI-068100-2024-0078,18_18164_000848,18_00004,Granada,-2.46970139_ ,37.93822000_ ,18164
TSI-068100-2024-0078,18_18135_000700,18_00002,Granada,-4.00625361_ ,37.32687167_ ,18135
TSI-068100-2024-0078,18_18103_001007,18_00018,Granada,-3.64603716_ ,36.77308656_ ,18103
TSI-068100-2024-0078,18_18098_001005,18_00007,Granada,-2.66867013_ ,37.83868563_ ,18098
TSI-068100-2024-0078,18_18146_001014,18_00017,Granada,-2.40993992_ ,37.71320168_ ,18146
TSI-068100-2024-0030,18_18105_000586,0000000-1800852,Granada,-3.60122268_ ,37.45817632_ ,18105
TSI-068100-2024-0030,18_18053_000217,0000000-1800392,Granada,-2.77020763_ ,37.65617617_ ,18053
TSI-068100-2024-0030,18_18135_000703,0000000-1800649,Granada,-4.01053438_ ,37.26300067_ ,18135
TSI-068100-2024-0030,18_18134_001009,0000000-1801193,Granada,-3.55591875_ ,37.12744490_ ,18134
TSI-068100-2024-0030,18_18053_001000,0000000-1800599,Granada,-2.79721938_ ,37.70369915_ ,18053
TSI-068100-2024-0078,18_18135_001010,18_00010,Granada,-4.03994841_ ,37.34523167_ ,18135
TSI-068100-2024-0078,18_18012_000998,18_00012,Granada,-4.14853227_ ,37.31255192_ ,18012
TSI-068100-2024-0078,18_18135_001011,18_00009,Granada,-4.13831394_ ,37.35299771_ ,18135
TSI-068100-2024-0078,18_18183_001017,18_00020,Granada,-3.11917525_ ,37.00524215_ ,18183
TSI-068100-2024-0078,18_18004_000996,18_00019,Granada,-3.22948088_ ,36.86777032_ ,18004
TSI-068100-2024-0033,19_19151_000333,0000000-1900773,Guadalajara,-3.12754203_ ,40.87327169_ ,19151
TSI-068100-2024-0033,19_19245_000485,0000000-1900144,Guadalajara,-2.65014215_ ,40.48144583_ ,19245
TSI-068100-2024-0033,19_19075_000155,0000000-1900714,Guadalajara,-2.78458041_ ,40.94564043_ ,19075
TSI-068100-2024-0033,19_19245_000488,0000000-1900152,Guadalajara,-2.74453373_ ,40.48025156_ ,19245
TSI-068100-2024-0033,19_19044_000069,0000000-1900023,Guadalajara,-2.83899997_ ,41.16757285_ ,19044
TSI-068100-2024-0033,19_19086_000173,0000000-1900076,Guadalajara,-2.67566329_ ,40.80857476_ ,19086
TSI-068100-2024-0033,19_19257_000512,0000000-1900451,Guadalajara,-2.59536026_ ,41.10266653_ ,19257
TSI-068100-2024-0033,19_19243_000481,0000000-1900103,Guadalajara,-1.89216723_ ,40.91703532_ ,19243
TSI-068100-2024-0033,19_19086_000171,0000000-1900028,Guadalajara,-2.62482780_ ,40.73420808_ ,19086
TSI-068100-2024-0033,19_19138_000318,0000000-1900086,Guadalajara,-3.05527695_ ,40.82714252_ ,19138
TSI-068100-2024-0033,19_19257_000517,0000000-1900572,Guadalajara,-2.71789080_ ,41.08868184_ ,19257
TSI-068100-2024-0033,19_19105_000170,0000000-1900603,Guadalajara,-3.18946226_ ,40.59585539_ ,19105
TSI-068100-2024-0033,19_19043_000068,0000000-1900118,Guadalajara,-2.99484163_ ,40.66741453_ ,19043
TSI-068100-2024-0033,19_19224_000459,0000000-1900211,Guadalajara,-3.03635294_ ,40.35384149_ ,19224
TSI-068100-2024-0033,19_19170_000373,0000000-1900072,Guadalajara,-2.20674945_ ,41.05935369_ ,19170
TSI-068100-2024-0033,19_19262_000533,0000000-1900018,Guadalajara,-3.28710892_ ,41.01729799_ ,19262
TSI-068100-2024-0033,19_19051_000094,0000000-1900005,Guadalajara,-2.82806868_ ,40.55270315_ ,19051
TSI-068100-2024-0033,19_19151_000337,0000000-1900705,Guadalajara,-3.18464010_ ,40.85286236_ ,19151
TSI-068100-2024-0033,19_19060_000131,0000000-1900392,Guadalajara,-3.31279071_ ,41.07086569_ ,19060
TSI-068100-2024-0033,19_19057_000120,0000000-1900729,Guadalajara,-3.07712402_ ,41.13496051_ ,19057
TSI-068100-2024-0033,19_19082_000160,0000000-1900180,Guadalajara,-3.06727799_ ,40.67362910_ ,19015
TSI-068100-2024-0033,19_19105_000165,0000000-1900559,Guadalajara,-3.21285829_ ,40.57204921_ ,19105
TSI-068100-2024-0033,19_19282_000566,0000000-1900050,Guadalajara,-2.62185720_ ,40.97382287_ ,19282
TSI-068100-2024-0033,19_19265_000538,0000000-1900105,Guadalajara,-1.93792429_ ,41.05915329_ ,19265
TSI-068100-2024-0033,19_19031_000053,0000000-1900292,Guadalajara,-2.84518912_ ,41.06517780_ ,19031
TSI-068100-2024-0033,19_19021_000649,0000000-1900437,Guadalajara,-3.14572334_ ,40.26875254_ ,19021
TSI-068100-2024-0033,19_19325_000652,0000000-1900236,Guadalajara,-3.34450759_ ,40.79551700_ ,19325
TSI-068100-2024-0024,20_20011_000031,0000000-2000145,Gipuzkoa,-2.38908984_ ,43.09693098_ ,20011
TSI-068100-2024-0024,20_20065_000435,0000000-2000333,Gipuzkoa,-2.43576189_ ,43.18893891_ ,20065
TSI-068100-2024-0024,20_20060_000423,0000000-2000972,Gipuzkoa,-2.01161491_ ,43.09399590_ ,20060
TSI-068100-2024-0024,20_20004_000012,0000000-2000116,Gipuzkoa,-2.12723084_ ,43.12740764_ ,20004
TSI-068100-2024-0024,20_20033_000271,0000000-2000119,Gipuzkoa,-2.46849270_ ,43.15538171_ ,20033
TSI-068100-2024-0024,20_20073_000500,0000000-2001077,Gipuzkoa,-2.07228603_ ,43.27219411_ ,20073
TSI-068100-2024-0024,20_20025_000467,0000000-2000016,Gipuzkoa,-2.23810639_ ,42.93624043_ ,20025
TSI-068100-2024-0024,20_20043_000322,0000000-2000044,Gipuzkoa,-2.24229045_ ,42.97681817_ ,20043
TSI-068100-2024-0024,20_20068_000378,0000000-2000065,Gipuzkoa,-2.57051799_ ,42.97779096_ ,20068
TSI-068100-2024-0024,20_20035_000292,0000000-2000442,Gipuzkoa,-2.29679523_ ,43.07972393_ ,20035
TSI-068100-2024-0024,20_20007_000017,0000000-2000248,Gipuzkoa,-2.06738751_ ,43.08748530_ ,20007
TSI-068100-2024-0024,20_20053_000384,0000000-2000444,Gipuzkoa,-1.85945810_ ,43.32472917_ ,20053
TSI-068100-2024-0024,20_20027_000475,0000000-2000827,Gipuzkoa,-2.23700852_ ,43.25252977_ ,20027
TSI-068100-2024-0079,21_21007_000089,SPA-HX09667,Huelva,-6.56766890_ ,37.89650751_ ,21007
TSI-068100-2024-0079,21_21067_000493,84414,Huelva,-6.72508065_ ,37.86482008_ ,21067
TSI-068100-2024-0079,21_21024_000194,56151,Huelva,-6.50732029_ ,37.88838835_ ,21024
TSI-068100-2024-0079,21_21007_000083,ES210006,Huelva,-6.55519352_ ,37.89298464_ ,21007
TSI-068100-2024-0079,21_21019_000153,38667,Huelva,-6.64119766_ ,37.75160286_ ,21018
TSI-068100-2024-0079,21_21061_000475,SPA-HX09615,Huelva,-6.60227099_ ,37.31165632_ ,21061
TSI-068100-2024-0079,21_21004_000019,12878,Huelva,-6.77581232_ ,37.88373666_ ,21004
TSI-068100-2024-0079,21_21031_000205,64536,Huelva,-6.86888525_ ,38.13242395_ ,21031
TSI-068100-2024-0079,21_21037_000582,51941,Huelva,-7.45026320_ ,37.53754507_ ,21037
TSI-068100-2024-0079,21_21066_000489,SPA-HX09446,Huelva,-7.34921499_ ,37.39128745_ ,21066
TSI-068100-2024-0079,21_21004_000017,SPA-HX09561,Huelva,-6.86373953_ ,37.78071074_ ,21004
TSI-068100-2024-0079,21_21071_000503,120244,Huelva,-6.69009608_ ,37.94708662_ ,21071
TSI-068100-2024-0079,21_21019_000154,89373,Huelva,-6.56450716_ ,37.76112938_ ,21019
TSI-068100-2024-0079,21_21011_000124,SPA-HX09470,Huelva,-6.79073635_ ,37.50170250_ ,21011
TSI-068100-2024-0079,21_21046_000386,83547,Huelva,-6.72902366_ ,37.30344899_ ,21046
TSI-068100-2024-0079,21_21069_000498,SPA-HX09668,Huelva,-6.23930669_ ,37.90948541_ ,21069
TSI-068100-2024-0079,21_21012_000128,84399,Huelva,-6.53811351_ ,37.61092332_ ,21012
TSI-068100-2024-0079,21_21020_000156,84405,Huelva,-6.52665816_ ,38.01426300_ ,21020
TSI-068100-2024-0079,21_21026_000579,ES210099,Huelva,-6.62430215_ ,37.93151837_ ,21026
TSI-068100-2024-0079,21_21004_000013,21_00004,Huelva,-6.68739250_ ,37.77773139_ ,21004
TSI-068100-2024-0079,21_21004_000014,21_00005,Huelva,-6.81608306_ ,37.89291056_ ,21004
TSI-068100-2024-0079,21_21061_000474,21_00002,Huelva,-6.60912694_ ,37.30438583_ ,21061
TSI-068100-2024-0035,21_21008_000097,0000000-2100958,Huelva,-6.85689016_ ,37.96679487_ ,21008
TSI-068100-2024-0035,21_21004_000010,0000000-2100021,Huelva,-6.78065639_ ,37.83103361_ ,21004
TSI-068100-2024-0035,21_21028_000580,0000000-2101145,Huelva,-6.74449047_ ,38.07848489_ ,21028
TSI-068100-2024-0035,21_21023_000575,0000000-2100107,Huelva,-6.94155731_ ,37.73586998_ ,21023
TSI-068100-2024-0035,21_21047_000388,0000000-2100249,Huelva,-6.43209601_ ,37.38722672_ ,21047
TSI-068100-2024-0035,21_21022_000187,0000000-2100327,Huelva,-6.70695165_ ,37.89211442_ ,21022
TSI-068100-2024-0037,22_22156_000621,0000000-2200613,Huesca,-0.35901846_ ,42.09300455_ ,22156
