PROYECTO,EMPLAZAMIENTO,ID PROPIETARIO,ZONA DE CONCURRENCIA,LONGITUD,LATITUD,CODIGO MUNICIPIO 
TSI-068100-2024-0091,27_27021_000702,27_00020,Lugo,-7.77995917_ ,43.32269333_ ,27021
TSI-068100-2024-0091,27_27016_000127,27_00001,Lugo,-7.71905500_ ,42.55606028_ ,27016
TSI-068100-2024-0091,27_27039_000403,27_00003,Lugo,-7.69351250_ ,43.11006722_ ,27039
TSI-068100-2024-0091,27_27021_000627,27_00019,Lugo,-7.81250667_ ,43.39544917_ ,27021
TSI-068100-2024-0091,27_27061_000570,27_00029,Lugo,-7.10810028_ ,43.43536028_ ,27061
TSI-068100-2024-0091,27_27017_000162,27_00031,Lugo,-7.09023972_ ,42.62186750_ ,27017
TSI-068100-2024-0091,27_27006_000058,27_00032,Lugo,-7.20436083_ ,42.89474056_ ,27034
TSI-068100-2024-0091,27_27004_000034,27_00028,Lugo,-7.23271667_ ,43.06585917_ ,27004
TSI-068100-2024-0091,27_27054_000518,27_00026,Lugo,-7.28053278_ ,43.31113278_ ,27054
TSI-068100-2024-0091,27_27012_000108,27_00033,Lugo,-6.98959417_ ,42.88488417_ ,27034
TSI-068100-2024-0091,27_27034_000370,27_00027,Lugo,-7.09014972_ ,42.98725333_ ,27004
TSI-068100-2024-0091,27_27009_000086,27_00016,Lugo,-7.71568194_ ,42.48587750_ ,27009
TSI-068100-2024-0091,27_27029_000334,27_00018,Lugo,-7.24988139_ ,43.21987639_ ,27029
TSI-068100-2024-0091,27_27009_000085,27_00015,Lugo,-7.83875250_ ,42.50644500_ ,27009
TSI-068100-2024-0091,27_27012_000107,27_00024,Lugo,-6.95002944_ ,42.83311556_ ,27012
TSI-068100-2024-0091,27_27018_000174,27_00007,Lugo,-6.99536028_ ,43.14965056_ ,27018
TSI-068100-2024-0091,27_27050_000492,27_00010,Lugo,-7.17236694_ ,42.50326472_ ,27050
TSI-068100-2024-0091,27_27018_000168,27_00008,Lugo,-7.13815056_ ,43.10720333_ ,27018
TSI-068100-2024-0091,27_27048_000476,27_00013,Lugo,-7.21743972_ ,43.31945028_ ,27048
TSI-068100-2024-0091,27_27022_000219,27_00004,Lugo,-7.94839917_ ,43.16059917_ ,27022
TSI-068100-2024-0091,27_27009_000092,27_00017,Lugo,-7.83126444_ ,42.54250861_ ,27009
TSI-068100-2024-0091,27_27005_000051,27_00014,Lugo,-7.29403556_ ,43.52224056_ ,27027
TSI-068100-2024-0091,27_27005_000050,27_00011,Lugo,-7.23431056_ ,43.53402028_ ,27005
TSI-068100-2024-0091,27_27037_000386,27_00025,Lugo,-7.03522306_ ,42.78285806_ ,27012
TSI-068100-2024-0091,27_27060_000742,27_00039,Lugo,-7.84992572_ ,42.71482145_ ,27060
TSI-068100-2024-0091,27_27040_000721,27_00038,Lugo,-7.86069087_ ,42.84447774_ ,27040
TSI-068100-2024-0091,27_27017_000692,27_00040,Lugo,-7.19328788_ ,42.61432943_ ,27017
TSI-068100-2024-0091,27_27058_000738,27_00041,Lugo,-7.63831576_ ,42.64065570_ ,27058
TSI-068100-2024-0091,27_27062_000745,27_00046,Lugo,-7.18119266_ ,42.74014914_ ,27062
TSI-068100-2024-0091,27_27059_000740,27_00042,Lugo,-7.46965800_ ,42.43118959_ ,27059
TSI-068100-2024-0091,27_27027_000712,27_00043,Lugo,-7.24470150_ ,43.45171721_ ,27027
TSI-068100-2024-0091,27_27002_000672,27_00044,Lugo,-7.35059463_ ,43.52769445_ ,27002
TSI-068100-2024-0091,27_27008_000676,27_00045,Lugo,-7.52021942_ ,42.68459384_ ,27008
TSI-068100-2024-0091,27_27044_000727,27_00069,Lugo,-7.38886779_ ,43.28874132_ ,27044
TSI-068100-2024-0091,27_27011_000682,27_00076,Lugo,-7.37501550_ ,43.03908554_ ,27011
TSI-068100-2024-0091,27_27026_000709,27_00079,Lugo,-7.34408998_ ,42.85093678_ ,27026
TSI-068100-2024-0091,27_27009_000677,27_00083,Lugo,-7.89390813_ ,42.55415581_ ,27009
TSI-068100-2024-0091,27_27020_000696,27_00059,Lugo,-7.80164366_ ,43.00223800_ ,27020
TSI-068100-2024-0091,27_27023_000706,27_00071,Lugo,-7.73909846_ ,42.97247040_ ,27023
TSI-068100-2024-0091,27_27015_000688,27_00052,Lugo,-7.60039513_ ,43.22745226_ ,27015
TSI-068100-2024-0091,27_27017_000693,27_00096,Lugo,-7.13343077_ ,42.56022929_ ,27017
TSI-068100-2024-0091,27_27010_000681,27_00051,Lugo,-7.36811671_ ,43.26179507_ ,27010
TSI-068100-2024-0091,27_27014_000686,27_00063,Lugo,-7.41806304_ ,42.97743267_ ,27014
TSI-068100-2024-0091,27_27061_000744,27_00095,Lugo,-7.21566515_ ,43.47785920_ ,27061
TSI-068100-2024-0091,27_27009_000678,27_00085,Lugo,-7.78690880_ ,42.49527054_ ,27009
TSI-068100-2024-0091,27_27060_000743,27_00070,Lugo,-7.83387072_ ,42.71587742_ ,27060
TSI-068100-2024-0091,27_27044_000728,27_00068,Lugo,-7.39477421_ ,43.34447627_ ,27044
TSI-068100-2024-0091,27_27020_000697,27_00057,Lugo,-7.88140562_ ,42.99755697_ ,27020
TSI-068100-2024-0091,27_27003_000674,27_00088,Lugo,-7.86343346_ ,42.73197822_ ,27003
TSI-068100-2024-0091,27_27009_000679,27_00084,Lugo,-7.90584824_ ,42.59910992_ ,27009
TSI-068100-2024-0091,27_27011_000683,27_00075,Lugo,-7.39989915_ ,43.05834885_ ,27011
TSI-068100-2024-0091,27_27026_000710,27_00078,Lugo,-7.37570747_ ,42.89640894_ ,27026
TSI-068100-2024-0091,27_27022_000703,27_00049,Lugo,-7.80239226_ ,43.25148541_ ,27022
TSI-068100-2024-0091,27_27040_000722,27_00064,Lugo,-7.84173098_ ,42.89020610_ ,27040
TSI-068100-2024-0091,27_27026_000711,27_00077,Lugo,-7.40672181_ ,42.85531381_ ,27026
TSI-068100-2024-0091,27_27020_000698,27_00056,Lugo,-7.87309716_ ,42.97830897_ ,27020
TSI-068100-2024-0091,27_27039_000720,27_00047,Lugo,-7.53038307_ ,43.09626086_ ,27039
TSI-068100-2024-0091,27_27011_000684,27_00074,Lugo,-7.38776094_ ,43.00406808_ ,27011
TSI-068100-2024-0091,27_27058_000739,27_00061,Lugo,-7.58265686_ ,42.63865705_ ,27058
TSI-068100-2024-0091,27_27022_000704,27_00050,Lugo,-7.83959748_ ,43.21014202_ ,27022
TSI-068100-2024-0049,27_27049_000479,0000000-2700096,Lugo,-7.62765167_ ,42.80283327_ ,27049
TSI-068100-2024-0049,27_27020_000200,0000000-2700331,Lugo,-7.71454072_ ,43.02865953_ ,27020
TSI-068100-2024-0049,27_27007_000064,0000000-2700091,Lugo,-7.75613289_ ,43.19100294_ ,27007
TSI-068100-2024-0049,27_27052_000508,0000000-2700008,Lugo,-7.31156461_ ,42.44625744_ ,27052
TSI-068100-2024-0049,27_27043_000432,0000000-2700885,Lugo,-7.50918982_ ,42.85190125_ ,27043
TSI-068100-2024-0049,27_27016_000126,0000000-2700026,Lugo,-7.78968563_ ,42.58777130_ ,27016
TSI-068100-2024-0049,27_27017_000154,0000000-2700139,Lugo,-7.06761561_ ,43.12579112_ ,27018
TSI-068100-2024-0049,27_27024_000230,0000000-2700080,Lugo,-7.46055205_ ,42.70340995_ ,27024
TSI-068100-2024-0049,27_27020_000695,0000000-2700988,Lugo,-7.73065281_ ,42.98910049_ ,27020
TSI-068100-2024-0049,27_27025_000634,0000000-2700070,Lugo,-7.54695781_ ,43.68999193_ ,27025
TSI-068100-2024-0049,27_27016_000136,0000000-2700128,Lugo,-7.84187163_ ,42.65419371_ ,27016
TSI-068100-2024-0049,27_27001_000015,0000000-2700933,Lugo,-7.53856494_ ,43.34650017_ ,27001
TSI-068100-2024-0049,27_27041_000724,0000000-2700589,Lugo,-7.60919058_ ,42.55409102_ ,27041
TSI-068100-2024-0049,27_27018_000694,0000000-2701013,Lugo,-7.10219915_ ,43.18114045_ ,27018
TSI-068100-2024-0091,27_27050_000735,27_00066,Lugo,-7.30293431_ ,42.51023750_ ,27050
TSI-068100-2024-0091,27_27038_000718,27_00097,Lugo,-7.71454950_ ,43.60158011_ ,27038
TSI-068100-2024-0091,27_27002_000673,27_00089,Lugo,-7.39088083_ ,43.49358152_ ,27002
TSI-068100-2024-0091,27_27003_000675,27_00087,Lugo,-7.96551883_ ,42.80768365_ ,27003
TSI-068100-2024-0091,27_27015_000689,27_00054,Lugo,-7.47147744_ ,43.21145147_ ,27015
TSI-068100-2024-0091,27_27040_000723,27_00065,Lugo,-7.82376468_ ,42.87310235_ ,27040
TSI-068100-2024-0091,27_27020_000699,27_00058,Lugo,-7.88464800_ ,43.03034955_ ,27020
TSI-068100-2024-0091,27_27001_000671,27_00081,Lugo,-7.56707109_ ,43.42190713_ ,27001
TSI-068100-2024-0091,27_27020_000700,27_00055,Lugo,-7.89658436_ ,42.97743267_ ,27020
TSI-068100-2024-0091,27_27055_000737,27_00093,Lugo,-7.22201436_ ,42.69431526_ ,27055
TSI-068100-2024-0051,28_28135_004112,0000000-2802550,Madrid,-4.26239146_ ,40.59412085_ ,28135
TSI-068100-2024-0051,28_28155_004260,0000000-2800672,Madrid,-3.19143367_ ,40.21233203_ ,28155
TSI-068100-2024-0051,28_28011_000310,0000000-2800072,Madrid,-3.17682222_ ,40.35970318_ ,28011
TSI-068100-2024-0051,28_28050_000654,0000000-2804903,Madrid,-3.85253473_ ,40.19325114_ ,28050
TSI-068100-2024-0051,28_28036_000498,0000000-2805720,Madrid,-3.84544967_ ,40.16951841_ ,28036
TSI-068100-2024-0051,28_28044_004455,0000000-2804742,Madrid,-4.01260226_ ,40.56227594_ ,28044
TSI-068100-2024-0051,28_28155_004261,0000000-2804977,Madrid,-3.18534666_ ,40.17792568_ ,28155
TSI-068100-2024-0051,28_28023_004454,0000000-2802656,Madrid,-3.92124957_ ,40.71738533_ ,28023
TSI-068100-2024-0051,28_28164_004312,0000000-2806576,Madrid,-3.52234210_ ,40.67793546_ ,28164
TSI-068100-2024-0051,28_28149_004186,0000000-2805295,Madrid,-3.80438026_ ,40.19234347_ ,28149
TSI-068100-2024-0051,28_28099_004456,0000000-2800074,Madrid,-4.27294506_ ,40.41437226_ ,28099
TSI-068100-2024-0051,28_28093_003629,0000000-2810156,Madrid,-4.01889294_ ,40.73610405_ ,28093
TSI-068100-2024-0051,28_28173_004349,0000000-2800350,Madrid,-3.25324694_ ,40.07634909_ ,28173
TSI-068100-2024-0051,28_28151_004457,0000000-2800091,Madrid,-3.56207196_ ,40.83487611_ ,28151
TSI-068100-2024-0092,29_29017_000136,1608,Málaga,-4.42637583_ ,37.09708569_ ,29017
TSI-068100-2024-0092,29_29039_000292,69080,Málaga,-4.46120193_ ,36.87272094_ ,29039
TSI-068100-2024-0092,29_29059_000507,88755,Málaga,-4.69990500_ ,37.12435381_ ,29059
TSI-068100-2024-0092,29_29079_001375,82924,Málaga,-4.18847990_ ,36.92925471_ ,29079
TSI-068100-2024-0092,29_29087_001454,84163,Málaga,-4.03067138_ ,36.85934767_ ,29087
TSI-068100-2024-0092,29_29017_000142,SPA-MA02832,Málaga,-4.39808972_ ,37.11897266_ ,29017
TSI-068100-2024-0092,29_29089_001459,SPA-MA02854,Málaga,-4.94591106_ ,37.01837730_ ,29089
TSI-068100-2024-0092,29_29035_000266,88326,Málaga,-5.01032206_ ,36.95972489_ ,29035
TSI-068100-2024-0092,29_29096_001610,83769,Málaga,-4.36294383_ ,36.99937347_ ,29096
TSI-068100-2024-0092,29_29052_000422,SPA-MA03347,Málaga,-5.18118450_ ,36.62503446_ ,29052
TSI-068100-2024-0092,29_29052_000421,84082,Málaga,-5.18630938_ ,36.61542816_ ,29052
TSI-068100-2024-0092,29_29089_001458,48997,Málaga,-4.90129695_ ,36.93807419_ ,29089
TSI-068100-2024-0092,29_29016_000131,56924,Málaga,-4.00543120_ ,36.83667756_ ,29016
TSI-068100-2024-0092,29_29019_000160,83599,Málaga,-4.02443983_ ,36.80389950_ ,29019
TSI-068100-2024-0092,29_29064_000520,SPA-MA03205,Málaga,-5.22558962_ ,36.54956504_ ,29064
TSI-068100-2024-0092,29_29017_000147,88122,Málaga,-4.33620554_ ,37.13002894_ ,29017
TSI-068100-2024-0092,29_29081_001383,119124,Málaga,-5.15253950_ ,36.61177864_ ,29081
TSI-068100-2024-0092,29_29023_000166,SPA-MA02724,Málaga,-5.01656448_ ,36.53820722_ ,29023
TSI-068100-2024-0092,29_29056_000499,21515,Málaga,-5.32329613_ ,36.51972376_ ,29056
TSI-068100-2024-0092,29_29006_000016,84064,Málaga,-5.27650442_ ,36.57390074_ ,29006
TSI-068100-2024-0092,29_29041_001672,MAL051003,Málaga,-5.20868457_ ,36.48387284_ ,29041
TSI-068100-2024-0092,29_29096_001607,29_00003,Málaga,-4.39800417_ ,37.01863333_ ,29096
TSI-068100-2024-0092,29_29044_000326,29_00008,Málaga,-4.25040500_ ,36.87739222_ ,29050
TSI-068100-2024-0092,29_29017_000133,29_00001,Málaga,-4.37156667_ ,37.12608667_ ,29017
TSI-068100-2024-0092,29_29044_000325,29_00007,Málaga,-4.27630000_ ,36.83415611_ ,29044
TSI-068100-2024-0092,29_29035_000270,29_00005,Málaga,-5.00974111_ ,36.95904250_ ,29035
TSI-068100-2024-0092,29_29079_001678,29_00014,Málaga,-4.17087786_ ,36.93472719_ ,29079
TSI-068100-2024-0092,29_29045_001673,29_00011,Málaga,-3.97661718_ ,36.80806727_ ,29045
TSI-068100-2024-0092,29_29086_001679,29_00017,Málaga,-4.00618673_ ,36.78942487_ ,29086
TSI-068100-2024-0092,29_29097_001681,29_00009,Málaga,-4.28743427_ ,37.05400813_ ,29097
TSI-068100-2024-0054,29_29076_001370,0000000-2900209,Málaga,-4.86427974_ ,36.53572017_ ,29076
TSI-068100-2024-0054,11_11018_000400,0000000-1100117,Málaga,-5.31567437_ ,36.85503346_ ,29903
TSI-068100-2024-0054,29_29002_000008,0000000-2901230,Málaga,-4.11279934_ ,36.93922694_ ,29002
TSI-068100-2024-0092,29_29053_001675,29_00013,Málaga,-3.91898063_ ,36.80628201_ ,29053
TSI-068100-2024-0092,29_29011_001669,29_00010,Málaga,-4.49232472_ ,36.88635309_ ,29011
TSI-068100-2024-0092,29_29018_001670,29_00016,Málaga,-4.79004167_ ,36.86405709_ ,29018
TSI-068100-2024-0092,29_29056_001677,29_00018,Málaga,-5.36299839_ ,36.49027420_ ,29056
TSI-068100-2024-0092,29_29018_001671,29_00015,Málaga,-4.86885280_ ,36.90594879_ ,29018
TSI-068100-2024-0092,29_29088_001680,29_00012,Málaga,-4.83899986_ ,37.09880218_ ,29088
TSI-068100-2024-0093,30_30004_000050,ES300048,Murcia,-1.37940855_ ,38.01302127_ ,30004
TSI-068100-2024-0093,30_30031_001233,30_00001,Murcia,-1.36405866_ ,38.07892499_ ,30031
TSI-068100-2024-0093,30_30011_001229,30_00005,Murcia,-1.29950289_ ,38.22891861_ ,30011
TSI-068100-2024-0093,30_30034_001234,30_00007,Murcia,-1.50658702_ ,38.14399503_ ,30034
TSI-068100-2024-0093,30_30001_001226,30_00006,Murcia,-1.12652747_ ,38.30584722_ ,30001
TSI-068100-2024-0093,30_30034_001235,30_00008,Murcia,-1.45528680_ ,38.14057605_ ,30034
TSI-068100-2024-0057,30_30001_001224,0000000-3001745,Murcia,-1.01336767_ ,38.20652218_ ,30001
TSI-068100-2024-0093,30_30028_001230,30_00003,Murcia,-2.06038717_ ,38.28074900_ ,30028
TSI-068100-2024-0060,31_31192_000472,0000000-3100080,Navarra,-1.64177867_ ,42.62955559_ ,31192
TSI-068100-2024-0060,31_31065_000173,0000000-3100052,Navarra,-1.66242563_ ,42.27985394_ ,31065
TSI-068100-2024-0060,31_31079_000767,0000000-3100288,Navarra,-2.28919093_ ,42.58756434_ ,31079
TSI-068100-2024-0060,31_31239_000827,0000000-3100082,Navarra,-1.51521220_ ,43.26958755_ ,31239
TSI-068100-2024-0060,31_31126_000322,0000000-3100019,Navarra,-1.83064392_ ,42.95713470_ ,31126
TSI-068100-2024-0060,31_31191_000470,0000000-3100066,Navarra,-1.66857695_ ,42.47806310_ ,31191
TSI-068100-2024-0060,31_31208_000623,0000000-3100078,Navarra,-1.58500625_ ,41.99492405_ ,31106
TSI-068100-2024-0060,31_31074_000197,0000000-3100103,Navarra,-1.93630547_ ,42.67854322_ ,31074
TSI-068100-2024-0060,31_31251_000851,0000000-3100723,Navarra,-2.36922457_ ,42.51751789_ ,31251
TSI-068100-2024-0060,31_31098_000256,0000000-3100030,Navarra,-1.52424744_ ,42.96724555_ ,31098
TSI-068100-2024-0060,31_31162_000417,0000000-3100545,Navarra,-2.44104668_ ,42.62977785_ ,31162
TSI-068100-2024-0060,31_31185_000805,0000000-3100130,Navarra,-1.07694661_ ,42.91893764_ ,31185
TSI-068100-2024-0060,31_31250_000133,0000000-3100073,Navarra,-1.68767742_ ,43.30971347_ ,31250
TSI-068100-2024-0060,31_31202_000615,0000000-3100246,Navarra,-1.74574135_ ,42.36973830_ ,31202
TSI-068100-2024-0060,31_31100_000847,0000000-3100522,Navarra,-2.21011659_ ,42.77661272_ ,31100
TSI-068100-2024-0060,31_31008_000846,0000000-3100494,Navarra,-2.38540549_ ,42.61288646_ ,31008
TSI-068100-2024-0060,31_31008_000008,0000000-3101374,Navarra,-2.38220935_ ,42.60013372_ ,31008
TSI-068100-2024-0094,32_32029_000118,83613,Ourense,-7.39389240_ ,42.26758325_ ,32029
TSI-068100-2024-0094,32_32083_000383,sin info_OR9256,Ourense,-6.97249703_ ,42.23052588_ ,32083
TSI-068100-2024-0094,32_32029_000122,RTGA32509,Ourense,-7.44145074_ ,42.24321570_ ,32029
TSI-068100-2024-0094,32_32080_000374,RTGA32510,Ourense,-7.47560619_ ,42.38293003_ ,32080
TSI-068100-2024-0094,32_32021_000102,SPA-OR02801,Ourense,-7.35105282_ ,42.03820858_ ,32021
TSI-068100-2024-0094,32_32081_000376,sin info_OR9254,Ourense,-7.97780382_ ,42.28290699_ ,32081
TSI-068100-2024-0094,32_32038_000151,SPA-OR09850,Ourense,-7.15498318_ ,42.34396278_ ,32038
TSI-068100-2024-0094,32_32032_000438,63602,Ourense,-7.72269838_ ,42.05954440_ ,32032
TSI-068100-2024-0094,32_32034_000495,146514,Ourense,-7.21509527_ ,41.99860994_ ,32034
TSI-068100-2024-0094,32_32048_000189,32_00025,Ourense,-7.05579083_ ,42.00756000_ ,32048
TSI-068100-2024-0094,32_32005_000035,32_00028,Ourense,-7.78776667_ ,41.89562417_ ,32005
TSI-068100-2024-0094,32_32039_000153,32_00022,Ourense,-7.43707583_ ,42.02533778_ ,32039
TSI-068100-2024-0094,32_32051_000204,32_00014,Ourense,-7.97409472_ ,41.93495278_ ,32051
TSI-068100-2024-0094,32_32046_000185,32_00024,Ourense,-8.21134389_ ,42.26123000_ ,32046
TSI-068100-2024-0094,32_32064_000331,32_00034,Ourense,-8.15308139_ ,42.17186000_ ,32064
TSI-068100-2024-0094,32_32016_000078,32_00031,Ourense,-7.86746694_ ,41.93278861_ ,32016
TSI-068100-2024-0094,32_32053_000224,32_00012,Ourense,-7.55041972_ ,41.86000806_ ,32053
TSI-068100-2024-0094,32_32039_000157,32_00023,Ourense,-7.39930500_ ,42.10085639_ ,32039
TSI-068100-2024-0094,32_32013_000069,32_00007,Ourense,-8.22153000_ ,42.46470944_ ,32013
TSI-068100-2024-0094,32_32081_000377,32_00006,Ourense,-8.01452972_ ,42.31650889_ ,32081
TSI-068100-2024-0094,32_32073_000517,32_00017,Ourense,-6.87012333_ ,42.43878917_ ,32073
TSI-068100-2024-0094,32_32050_000199,32_00005,Ourense,-7.50785361_ ,41.97132306_ ,32050
TSI-068100-2024-0094,32_32075_000355,32_00002,Ourense,-7.84592139_ ,42.28765667_ ,32075
TSI-068100-2024-0094,32_32035_000497,32_00015,Ourense,-8.09068111_ ,42.47857861_ ,32035
TSI-068100-2024-0094,32_32086_000407,32_00003,Ourense,-6.97133194_ ,42.13554972_ ,32086
TSI-068100-2024-0094,32_32035_000498,32_00016,Ourense,-8.10456833_ ,42.52423917_ ,32035
TSI-068100-2024-0094,32_32091_000429,32_00013,Ourense,-7.32701500_ ,41.86560750_ ,32091
TSI-068100-2024-0094,32_32070_000369,32_00033,Ourense,-7.29724667_ ,42.39384361_ ,32070
TSI-068100-2024-0094,32_32013_000071,32_00008,Ourense,-8.21596917_ ,42.43660028_ ,32013
TSI-068100-2024-0094,32_32082_000380,32_00020,Ourense,-7.61759778_ ,42.02144000_ ,32082
TSI-068100-2024-0094,32_32036_000442,32_00019,Ourense,-7.67892944_ ,42.18350028_ ,32036
TSI-068100-2024-0094,32_32087_000412,32_00011,Ourense,-7.92058556_ ,42.44109750_ ,32087
TSI-068100-2024-0094,32_32058_000221,32_00001,Ourense,-7.77974500_ ,42.30520861_ ,32058
TSI-068100-2024-0094,32_32037_000445,32_00030,Ourense,-7.61151611_ ,42.34157000_ ,32037
TSI-068100-2024-0094,32_32089_000421,32_00021,Ourense,-7.62108556_ ,42.19622972_ ,32089
TSI-068100-2024-0094,32_32060_000321,32_00029,Ourense,-7.03160500_ ,42.36456250_ ,32060
TSI-068100-2024-0094,32_32050_000194,32_00004,Ourense,-7.49963722_ ,41.93983778_ ,32050
TSI-068100-2024-0094,32_32066_000335,32_00032,Ourense,-8.07687056_ ,42.12160222_ ,32066
TSI-068100-2024-0094,32_32059_000318,32_00009,Ourense,-7.77165583_ ,42.41101361_ ,32052
TSI-068100-2024-0094,32_32074_000519,32_00038,Ourense,-8.07487245_ ,42.37496196_ ,32074
TSI-068100-2024-0094,32_32007_000481,32_00036,Ourense,-7.70819673_ ,42.20591526_ ,32007
TSI-068100-2024-0094,32_32022_000490,32_00037,Ourense,-8.03376713_ ,42.29192157_ ,32022
TSI-068100-2024-0094,32_32016_000486,32_00040,Ourense,-7.82389257_ ,41.97487157_ ,32016
TSI-068100-2024-0094,32_32041_000500,32_00039,Ourense,-8.01942500_ ,41.98871402_ ,32041
TSI-068100-2024-0094,32_32030_000492,32_00042,Ourense,-8.11116242_ ,41.95949462_ ,32030
TSI-068100-2024-0094,32_32055_000510,32_00041,Ourense,-7.71527043_ ,42.26780537_ ,32055
TSI-068100-2024-0094,32_32070_000515,32_00049,Ourense,-7.35081556_ ,42.34847761_ ,32070
TSI-068100-2024-0094,32_32049_000509,32_00048,Ourense,-7.53258787_ ,42.29753147_ ,32049
TSI-068100-2024-0094,32_32015_000483,32_00046,Ourense,-7.10018420_ ,42.32280740_ ,32015
TSI-068100-2024-0094,32_32044_000504,32_00044,Ourense,-7.17786029_ ,42.25819293_ ,32044
TSI-068100-2024-0094,32_32041_000501,32_00047,Ourense,-8.05736454_ ,42.00655527_ ,32041
TSI-068100-2024-0094,32_32083_000524,32_00043,Ourense,-7.05279978_ ,42.28186155_ ,32083
TSI-068100-2024-0094,32_32044_000505,32_00045,Ourense,-7.17085961_ ,42.25315493_ ,32044
TSI-068100-2024-0094,32_32032_000494,32_00050,Ourense,-7.67798094_ ,42.09125574_ ,32032
TSI-068100-2024-0094,32_32047_000508,32_00053,Ourense,-7.94483630_ ,42.26604334_ ,32047
TSI-068100-2024-0094,32_32091_000526,32_00055,Ourense,-7.30914231_ ,41.87651567_ ,32091
TSI-068100-2024-0019,32_32047_000507,0000000-3200891,Ourense,-7.89271062_ ,42.21608336_ ,32047
TSI-068100-2024-0019,32_32088_000417,0000000-3200067,Ourense,-7.06129963_ ,42.40587445_ ,32088
TSI-068100-2024-0019,32_32006_000037,0000000-3200021,Ourense,-7.95404418_ ,42.06764848_ ,32006
TSI-068100-2024-0019,32_32072_000004,0000000-3200041,Ourense,-7.11537113_ ,42.39576731_ ,32072
TSI-068100-2024-0019,32_32043_000174,0000000-3200096,Ourense,-7.65692525_ ,42.27287377_ ,32043
TSI-068100-2024-0019,32_32045_000183,0000000-3200086,Ourense,-8.00165517_ ,42.40911401_ ,32045
TSI-068100-2024-0019,32_32021_000489,0000000-3200852,Ourense,-7.43176259_ ,41.99248799_ ,32021
TSI-068100-2024-0019,32_32079_000372,0000000-3200142,Ourense,-7.82654017_ ,42.24013198_ ,32079
TSI-068100-2024-0019,32_32034_000002,0000000-3200470,Ourense,-7.16997712_ ,41.99258992_ ,32034
TSI-068100-2024-0019,32_32039_000156,0000000-3200380,Ourense,-7.42978361_ ,42.09332615_ ,32039
TSI-068100-2024-0019,32_32058_000512,0000000-3200432,Ourense,-7.80756278_ ,42.32012309_ ,32058
TSI-068100-2024-0019,32_32083_000522,0000000-3200957,Ourense,-6.89153869_ ,42.25204690_ ,32083
TSI-068100-2024-0019,32_32017_000083,0000000-3200118,Ourense,-6.83773067_ ,42.34307706_ ,32017
TSI-068100-2024-0019,32_32089_000419,0000000-3200387,Ourense,-7.49882882_ ,42.18006812_ ,32089
TSI-068100-2024-0019,32_32013_000068,0000000-3200141,Ourense,-8.13617829_ ,42.43601040_ ,32013
TSI-068100-2024-0019,32_32042_000170,0000000-3200880,Ourense,-8.03726564_ ,41.88769241_ ,32042
TSI-068100-2024-0019,32_32091_000428,0000000-3200029,Ourense,-7.20710928_ ,41.92053216_ ,32091
TSI-068100-2024-0019,32_32092_000527,0000000-3200954,Ourense,-7.23699067_ ,42.15331163_ ,32092
TSI-068100-2024-0094,32_32030_000493,32_00060,Ourense,-8.14695855_ ,41.95317627_ ,32030
TSI-068100-2024-0040,33_33047_000785,0000000-3301476,Asturias,-4.52735439_ ,43.33231906_ ,33047
TSI-068100-2024-0040,33_33019_001073,0000000-3301593,Asturias,-5.31693491_ ,43.48150480_ ,33019
TSI-068100-2024-0040,33_33008_001056,0000000-3300940,Asturias,-4.87955258_ ,43.32578456_ ,33008
TSI-068100-2024-0040,33_33064_001117,0000000-3301342,Asturias,-5.95788781_ ,43.29740340_ ,33064
TSI-068100-2024-0040,33_33064_001118,0000000-3301134,Asturias,-5.98686581_ ,43.28122605_ ,33064
TSI-068100-2024-0040,33_33003_001047,0000000-3300926,Asturias,-5.13281307_ ,43.29307636_ ,33003
TSI-068100-2024-0040,33_33027_000408,0000000-3300022,Asturias,-6.88723565_ ,43.22324046_ ,33027
TSI-068100-2024-0040,33_33053_000817,0000000-3300189,Asturias,-5.98038647_ ,43.16108416_ ,33053
TSI-068100-2024-0040,33_33058_000842,0000000-3300035,Asturias,-5.86798155_ ,43.19161995_ ,33058
TSI-068100-2024-0040,33_33009_000088,0000000-3301430,Asturias,-5.45388708_ ,43.38729216_ ,33009
TSI-068100-2024-0040,33_33073_000970,0000000-3301160,Asturias,-6.48020030_ ,43.34681268_ ,33073
TSI-068100-2024-0040,33_33073_000961,0000000-3300017,Asturias,-6.39930314_ ,43.38140939_ ,33073
TSI-068100-2024-0040,33_33040_000570,0000000-3301451,Asturias,-5.53001119_ ,43.33712785_ ,33040
TSI-068100-2024-0040,33_33003_000022,0000000-3300041,Asturias,-5.13440827_ ,43.26220698_ ,33003
TSI-068100-2024-0040,33_33043_000586,0000000-3300474,Asturias,-4.96177121_ ,43.32969793_ ,33043
TSI-068100-2024-0040,33_33022_000214,0000000-3300036,Asturias,-6.63124031_ ,42.95868979_ ,33022
TSI-068100-2024-0040,33_33049_000792,0000000-3300285,Asturias,-5.35901784_ ,43.34709651_ ,33049
TSI-068100-2024-0040,33_33019_000181,0000000-3300108,Asturias,-5.27494122_ ,43.48640021_ ,33019
TSI-068100-2024-0040,33_33068_000924,0000000-3300186,Asturias,-6.26415431_ ,43.08537129_ ,33068
TSI-068100-2024-0040,33_33056_001110,0000000-3301121,Asturias,-5.13979356_ ,43.47070533_ ,33056
